  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00  1.713868E+00
